Gene	ModuleColor
UNC5C	grey60
USP15	grey60
USP22	grey60
USP46	grey60
USP6NL	grey60
VAV2	grey60
WDR47	grey60
WDR82	grey60
ZC3H13	grey60
ZC3H4	grey60
ZFP41	grey60
ZNF532	grey60
ZHX3	grey60
ZMAT3	grey60
ZSCAN25	grey60
C2orf88	lightcyan
ABCB1	lightcyan
ABHD14A	lightcyan
ACAD11	lightcyan
ACSF2	lightcyan
ADAMTS20	lightcyan
ADHFE1	lightcyan
ALDH2	lightcyan
ALG2	lightcyan
ALS2CL	lightcyan
APLN	lightcyan
AQP11	lightcyan
ARHGAP11A	lightcyan
ARHGAP11B	lightcyan
ARMC6	lightcyan
ATP5F1E	lightcyan
ATP5ME	lightcyan
B4GALT7	lightcyan
CAP2	lightcyan
CAPN2	lightcyan
CARD9	lightcyan
CCDC106	lightcyan
CCDC88B	lightcyan
CCDC92B	lightcyan
CENPV	lightcyan
CLPP	lightcyan
CLYBL	lightcyan
CMSS1	lightcyan
CNIH4	lightcyan
COX7A2	lightcyan
CTC1	lightcyan
CYP4F2	lightcyan
DCP1B	lightcyan
DIPK1B	lightcyan
DMRTA2	lightcyan
DNAJA4	lightcyan
DNAJB13	lightcyan
DOCK8	lightcyan
EID2	lightcyan
ELAVL3	lightcyan
EPS8L2	lightcyan
FAM149B1	lightcyan
FYN	lightcyan
GID4	lightcyan
GLDC	lightcyan
GSTM1	lightcyan
GSTZ1	lightcyan
HACD2	lightcyan
HDAC6	lightcyan
HMOX1	lightcyan
IGFBP3	lightcyan
ING1	lightcyan
ISOC2	lightcyan
KLF5	lightcyan
KLHL2	lightcyan
LARS2	lightcyan
LEPROTL1	lightcyan
LMO1	lightcyan
METRN	lightcyan
MLLT1	lightcyan
MMP15	lightcyan
MPEG1	lightcyan
MRPL24	lightcyan
MRPL46	lightcyan
MRPL48	lightcyan
MTFR1L	lightcyan
MTHFD1	lightcyan
NEU1	lightcyan
NFATC1	lightcyan
NFIL3	lightcyan
NIF3L1	lightcyan
NIFK	lightcyan
NKAIN4	lightcyan
NOL3	lightcyan
NSG1	lightcyan
NUDT22	lightcyan
NUP43	lightcyan
PCYOX1L	lightcyan
PFDN6	lightcyan
PIGS	lightcyan
PPP1R21	lightcyan
PSMD5	lightcyan
PTCD1	lightcyan
ATP5MF-PTCD1	lightcyan
RAB27A	lightcyan
RAET1E	lightcyan
RALB	lightcyan
RANGRF	lightcyan
RECQL	lightcyan
REXO2	lightcyan
RIMBP3C	lightcyan
RIMBP3B	lightcyan
RIMBP3	lightcyan
RNF40	lightcyan
RPL35A	lightcyan
RPS3A	lightcyan
SCARF2	lightcyan
SFRP4	lightcyan
SGMS1	lightcyan
SLC25A34	lightcyan
SLC8A2	lightcyan
SNAPIN	lightcyan
SNCB	lightcyan
SNRNP25	lightcyan
SPEF1	lightcyan
SPOP	lightcyan
ST3GAL3	lightcyan
SUCLG2	lightcyan
SVBP	lightcyan
SZRD1	lightcyan
TAFA1	lightcyan
TANK	lightcyan
TATDN2	lightcyan
TCP11	lightcyan
TMEM109	lightcyan
TMEM218	lightcyan
TMEM39B	lightcyan
TOMM40L	lightcyan
TRAF4	lightcyan
TRIP6	lightcyan
TP53INP2	lightcyan
TSPAN33	lightcyan
U2AF2	lightcyan
UQCC2	lightcyan
VHLL	lightcyan
VHL	lightcyan
VKORC1	lightcyan
WDR18	lightcyan
WDR25	lightcyan
ZDHHC1	lightcyan
ZDHHC14	lightcyan
ZER1	lightcyan
ZNF142	lightcyan
ZNF182	lightcyan
ZFP64	lightcyan
ZNF691	lightcyan
ZNF768	lightcyan
ZNF777	lightcyan
ABCC5	lightgreen
AGO1	lightgreen
AIM2	lightgreen
ANKRD12	lightgreen
ANKRD52	lightgreen
ANKS6	lightgreen
AR	lightgreen
BCL11A	lightgreen
BEND6	lightgreen
BFAR	lightgreen
BMPER	lightgreen
BNIP1	lightgreen
CACFD1	lightgreen
CACNA1A	lightgreen
CACNB2	lightgreen
CAD	lightgreen
CAMTA1	lightgreen
CAPN5	lightgreen
CDK12	lightgreen
CIPC	lightgreen
CLSTN1	lightgreen
CRH	lightgreen
CTIF	lightgreen
DDX23	lightgreen
DKK3	lightgreen
DNAJC27	lightgreen
DNMBP	lightgreen
DYRK2	lightgreen
EPHA6	lightgreen
ETS2	lightgreen
FAM71E1	lightgreen
FDX1	lightgreen
FKBP5	lightgreen
FRMD3	lightgreen
GABRA1	lightgreen
GALNTL6	lightgreen
GAN	lightgreen
GNA15	lightgreen
GRIK3	lightgreen
HLF	lightgreen
INTS1	lightgreen
KCND2	lightgreen
KCNJ3	lightgreen
KCNJ9	lightgreen
KCNK3	lightgreen
KCNS2	lightgreen
KCTD3	lightgreen
KLHL18	lightgreen
KLHL8	lightgreen
KRT222	lightgreen
LANCL1	lightgreen
LHFPL4	lightgreen
LNPK	lightgreen
LRRC4	lightgreen
LRRC59	lightgreen
LRRC75A	lightgreen
MAP6	lightgreen
MFSD12	lightgreen
MLLT10	lightgreen
MLST8	lightgreen
MTFP1	lightgreen
NGEF	lightgreen
NOC3L	lightgreen
NR4A1	lightgreen
ONECUT2	lightgreen
OSBPL3	lightgreen
PAPPA2	lightgreen
PBX1	lightgreen
PCGF3	lightgreen
PCSK2	lightgreen
PDIA5	lightgreen
PEX5L	lightgreen
PHRF1	lightgreen
PPCDC	lightgreen
PRDM15	lightgreen
PRR36	lightgreen
PTCHD1	lightgreen
RAP2A	lightgreen
RAPH1	lightgreen
RGS8	lightgreen
RMND5A	lightgreen
RNF152	lightgreen
RUNX1T1	lightgreen
SEC24B	lightgreen
SEM1	lightgreen
SEPTIN6	lightgreen
SIDT1	lightgreen
SLC16A13	lightgreen
SLC17A7	lightgreen
SLC30A4	lightgreen
SLC37A1	lightgreen
SLC38A6	lightgreen
SNTB1	lightgreen
SPINDOC	lightgreen
ST6GAL2	lightgreen
STAT2	lightgreen
TARS3	lightgreen
TENM2	lightgreen
TMC7	lightgreen
TMEM63C	lightgreen
TMEM65	lightgreen
TOM1	lightgreen
TRIM3	lightgreen
TRMT1L	lightgreen
TSHZ3	lightgreen
TTC22	lightgreen
TUBGCP6	lightgreen
USF3	lightgreen
VIPR2	lightgreen
VPS37A	lightgreen
YWHAH	lightgreen
ZDHHC21	lightgreen
ZNF704	lightgreen
AKT1S1	lightyellow
ALAD	lightyellow
ALDOA	lightyellow
ALKBH7	lightyellow
ANAPC11	lightyellow
ANKRD24	lightyellow
APRT	lightyellow
ARHGAP17	lightyellow
ASL	lightyellow
ATP5PF	lightyellow
BANF1	lightyellow
MMP24OS	lightyellow
CAMKMT	lightyellow
CCDC22	lightyellow
CDC37	lightyellow
CEBPB	lightyellow
CHST7	lightyellow
CLPX	lightyellow
COX6A1	lightyellow
CPT2	lightyellow
CRYM	lightyellow
CUTC	lightyellow
CYTH2	lightyellow
DPH5	lightyellow
DPH7	lightyellow
DTYMK	lightyellow
DYNLRB1	lightyellow
EIF2B2	lightyellow
EIF3I	lightyellow
EIF4E2	lightyellow
ELF2	lightyellow
ERCC1	lightyellow
ERH	lightyellow
ERLIN2	lightyellow
FUNDC1	lightyellow
GLRX5	lightyellow
SEC61B	lightyellow
SFT2D1	lightyellow
RPL29	lightyellow
PAM16	lightyellow
GPS1	lightyellow
GTF2F1	lightyellow
HSD17B8	lightyellow
HIGD2B	lightyellow
HIGD2A	lightyellow
HTR3A	lightyellow
INPP5A	lightyellow
LAMTOR5	lightyellow
LRRC41	lightyellow
LRRN2	lightyellow
LSM10	lightyellow
LYSMD2	lightyellow
MAPK3	lightyellow
MGMT	lightyellow
MRPL13	lightyellow
MRPL21	lightyellow
MTHFD1L	lightyellow
NCAPH2	lightyellow
NDUFAF2	lightyellow
NOD1	lightyellow
NT5C	lightyellow
P4HTM	lightyellow
PAM16	lightyellow
PEPD	lightyellow
PGAP2	lightyellow
PGM2	lightyellow
PHB2	lightyellow
PHGDH	lightyellow
PLPPR3	lightyellow
PODXL2	lightyellow
POLR2J3	lightyellow
POLR2J	lightyellow
POLR2M	lightyellow
PPP1R1B	lightyellow
PRDX4	lightyellow
PREB	lightyellow
PRPH	lightyellow
PTPRA	lightyellow
RBCK1	lightyellow
RFTN2	lightyellow
RFX1	lightyellow
RPL31	lightyellow
RPS14	lightyellow
SERP2	lightyellow
SHISA4	lightyellow
SIRT3	lightyellow
SLC25A11	lightyellow
SLC25A35	lightyellow
SLC35F2	lightyellow
SNRPD2	lightyellow
SPRYD3	lightyellow
SRM	lightyellow
SRP68	lightyellow
ST6GALNAC4	lightyellow
STIMATE-MUSTN1	lightyellow
STIMATE	lightyellow
STK11	lightyellow
TBC1D10B	lightyellow
TCF15	lightyellow
TEX264	lightyellow
TFPT	lightyellow
TOE1	lightyellow
TOMM40	lightyellow
TOX4	lightyellow
TRIOBP	lightyellow
UBA5	lightyellow
UBAC1	lightyellow
UBALD1	lightyellow
UBALD2	lightyellow
UFC1	lightyellow
VPS37D	lightyellow
WDTC1	lightyellow
ZNF341	lightyellow
ZNF367	lightyellow
ABHD6	magenta
ABLIM2	magenta
ACAP3	magenta
ADAMTS17	magenta
ADGRA1	magenta
AFAP1L1	magenta
AGAP1	magenta
ALDOA	magenta
AMIGO1	magenta
ANKRD6	magenta
ANXA11	magenta
AP1B1	magenta
APCDD1	magenta
ARHGAP9	magenta
ASB13	magenta
ATP2A3	magenta
ATP9A	magenta
ATXN7L1	magenta
B4GALT5	magenta
BCL9	magenta
BICRA	magenta
BICRAL	magenta
CBFA2T2	magenta
CCDC115	magenta
CHPF	magenta
CHRM4	magenta
CLIP4	magenta
CNN2	magenta
COBL	magenta
CORO2A	magenta
COX7C	magenta
CREBBP	magenta
CS	magenta
CS	magenta
CTTNBP2NL	magenta
CUX1	magenta
CXXC5	magenta
DAGLA	magenta
DAGLB	magenta
DCAF5	magenta
DCTN1	magenta
DIMT1	magenta
DLST	magenta
DNMT3A	magenta
DOK7	magenta
DOP1B	magenta
DPF1	magenta
DTX1	magenta
DTX4	magenta
DUSP14	magenta
DUSP4	magenta
DYRK1B	magenta
ELAC1	magenta
ELK3	magenta
ELMOD2	magenta
EPHA4	magenta
EPHB2	magenta
FAAH	magenta
FAM20B	magenta
FAM222B	magenta
FBF1	magenta
FGD6	magenta
FNIP2	magenta
FOXP4	magenta
FRRS1L	magenta
GABRR3	magenta
GFOD2	magenta
GNAZ	magenta
GPATCH2L	magenta
GPD1L	magenta
GPR88	magenta
GRK3	magenta
GSG1L	magenta
GSTM2	magenta
HIP1	magenta
HS6ST1	magenta
IRS2	magenta
ITGA3	magenta
JADE2	magenta
KCNJ12	magenta
KCNJ18	magenta
KCNK12	magenta
KCNK9	magenta
KDM4B	magenta
KHNYN	magenta
KLF16	magenta
KLHDC3	magenta
KLHL3	magenta
LARGE1	magenta
LDLRAD3	magenta
LDLRAD4	magenta
MAPKBP1	magenta
MAST1	magenta
MAST3	magenta
MED15	magenta
MEF2D	magenta
MGAT3	magenta
MIEF1	magenta
MN1	magenta
MON1B	magenta
MTMR4	magenta
NFYB	magenta
NOG	magenta
NR4A3	magenta
NUAK1	magenta
NUP210	magenta
OPN3	magenta
OPRD1	magenta
ORAI2	magenta
PAQR9	magenta
PCNX2	magenta
PHF21A	magenta
PKNOX2	magenta
PLCB4	magenta
PLCD3	magenta
PLPP7	magenta
PLXNA1	magenta
PNMA1	magenta
PPP6R2	magenta
PQBP1	magenta
PRDM11	magenta
PRMT7	magenta
PTPRS	magenta
RAB40B	magenta
RABIF	magenta
RAC3	magenta
RGS7BP	magenta
RHOBTB2	magenta
RILPL1	magenta
RIPOR1	magenta
RNF207	magenta
RSPH14	magenta
RTN4R	magenta
RTN4RL1	magenta
SESN2	magenta
SEZ6L2	magenta
SFXN3	magenta
SIAE	magenta
SIK1B	magenta
SIK1	magenta
SIMC1	magenta
SLC31A1	magenta
SLC35E1	magenta
SLC52A2	magenta
SLC52A1	magenta
SLC9A5	magenta
SRCAP	magenta
STARD3	magenta
SYNGR1	magenta
SYNPO	magenta
SYT13	magenta
TET2	magenta
TIMM29	magenta
TMEM121B	magenta
TMEM9	magenta
TMEM97	magenta
TOP3B	magenta
TRIM62	magenta
TRIM66	magenta
TP53I11	magenta
TUB	magenta
UBE2O	magenta
UBXN2B	magenta
UHRF1BP1	magenta
UNC13B	magenta
VEPH1	magenta
VOPP1	magenta
WDR24	magenta
WFIKKN1	magenta
WFS1	magenta
XPNPEP1	magenta
ZCCHC14	magenta
ZMYM5	magenta
C5orf49	midnightblue
KIAA2013	midnightblue
C2orf72	midnightblue
ABCD1	midnightblue
ABHD14B	midnightblue
AHSA1	midnightblue
AIMP2	midnightblue
AIP	midnightblue
AK2	midnightblue
ANKMY2	midnightblue
ANKRD40	midnightblue
ARHGAP23	midnightblue
ATP5PD	midnightblue
BATF2	midnightblue
BCL2L1	midnightblue
BLCAP	midnightblue
BPNT1	midnightblue
CD151	midnightblue
CD164	midnightblue
CDKAL1	midnightblue
CORO1B	midnightblue
CPA2	midnightblue
CTPS2	midnightblue
CYTH1	midnightblue
DAPK2	midnightblue
DCAF15	midnightblue
DESI1	midnightblue
DHRS13	midnightblue
DNAJB2	midnightblue
EMILIN1	midnightblue
EXT2	midnightblue
FAM189A2	midnightblue
FAM219B	midnightblue
FAM222A	midnightblue
FARSA	midnightblue
FBXO31	midnightblue
FBXO33	midnightblue
FBXO7	midnightblue
FIBP	midnightblue
FLG	midnightblue
FLII	midnightblue
GABPB1	midnightblue
GAL3ST1	midnightblue
GORASP2	midnightblue
GPR153	midnightblue
GSTT2	midnightblue
GSTT2B	midnightblue
HSD17B4	midnightblue
HSPB8	midnightblue
IPO13	midnightblue
KCTD18	midnightblue
KCTD5	midnightblue
KIF7	midnightblue
KLHL22	midnightblue
LLGL1	midnightblue
LYRM1	midnightblue
MACROD1	midnightblue
MAP2K2	midnightblue
MARCKSL1	midnightblue
MASP1	midnightblue
MCRS1	midnightblue
MED28	midnightblue
METTL7A	midnightblue
MIF	midnightblue
MRC2	midnightblue
MRPS18B	midnightblue
MRPS24	midnightblue
MTFMT	midnightblue
NAXE	midnightblue
NDUFA3	midnightblue
NDUFAF7	midnightblue
NDUFS6	midnightblue
NEK7	midnightblue
NGB	midnightblue
NIT1	midnightblue
NOLC1	midnightblue
NOP9	midnightblue
PAFAH1B3	midnightblue
PAPSS1	midnightblue
PEX5	midnightblue
PHYHIPL	midnightblue
PIP4K2A	midnightblue
PPA2	midnightblue
PPP1R16B	midnightblue
PRSS23	midnightblue
PSEN2	midnightblue
PSMB5	midnightblue
PSMC3	midnightblue
PTP4A3	midnightblue
RAB40C	midnightblue
RAB5C	midnightblue
RABAC1	midnightblue
RALGDS	midnightblue
RAMP1	midnightblue
RBX1	midnightblue
RELA	midnightblue
RET	midnightblue
RPL6	midnightblue
SBF1	midnightblue
SCCPDH	midnightblue
SF3B2	midnightblue
SFT2D1	midnightblue
SLC18A1	midnightblue
SLC22A23	midnightblue
SLC48A1	midnightblue
SMG8	midnightblue
SPSB2	midnightblue
SRRD	midnightblue
ST6GALNAC3	midnightblue
TAF5L	midnightblue
TAX1BP3	midnightblue
TESK2	midnightblue
TFB2M	midnightblue
THAP7	midnightblue
TKT	midnightblue
TMED5	midnightblue
TMEM168	midnightblue
TMEM179	midnightblue
TMEM223	midnightblue
TMEM258	midnightblue
TMEM64	midnightblue
TOMM20	midnightblue
TOR1B	midnightblue
TPD52L1	midnightblue
TRMU	midnightblue
UBE2D1	midnightblue
UCKL1	midnightblue
UQCRC1	midnightblue
USP20	midnightblue
WDR83OS	midnightblue
YIPF1	midnightblue
YRDC	midnightblue
ZNF316	midnightblue
ZNF317	midnightblue
ZNF32	midnightblue
KIAA0586	pink
ABCB9	pink
ABCD2	pink
ABCD4	pink
ACAA1	pink
ACOT11	pink
ACSL6	pink
ACVR1B	pink
ADCY4	pink
ADORA2B	pink
ALKBH3	pink
ANO8	pink
ARHGEF15	pink
ARHGEF19	pink
ATP13A5	pink
ATP2B2	pink
ATRNL1	pink
CACNG3	pink
CAMK2G	pink
CBLN2	pink
CCDC157	pink
CD34	pink
CD80	pink
CDAN1	pink
CDC25B	pink
CDS1	pink
CLEC11A	pink
COL11A2	pink
COL4A1	pink
CORO2B	pink
CPLX1	pink
CPNE9	pink
CREBZF	pink
CRISPLD1	pink
DCK	pink
DDX20	pink
DENND6B	pink
DNAJC21	pink
DNASE1L1	pink
DPF2	pink
DTX3	pink
EDEM1	pink
EFNA5	pink
ELAC2	pink
EMID1	pink
EOGT	pink
EPHX4	pink
BIVM-ERCC5	pink
ERCC5	pink
BIVM	pink
F11R	pink
FAM78A	pink
FBLN2	pink
FBXO46	pink
FCSK	pink
FERMT3	pink
GBA2	pink
GGCX	pink
GGT7	pink
GHR	pink
GMPPA	pink
GUCY1A1	pink
HAPLN4	pink
HIVEP2	pink
IKBKG	pink
JDP2	pink
KCNAB3	pink
KCNC1	pink
KCNC3	pink
KCNH4	pink
KCNK4	pink
KCNS3	pink
KLC2	pink
KLC4	pink
KLHL36	pink
LAMP5	pink
LNX2	pink
LRFN3	pink
LRRC8B	pink
LRTM2	pink
LSM5	pink
MARCHF11	pink
MAU2	pink
MBD3	pink
MITF	pink
MLIP	pink
MOSPD3	pink
MPHOSPH9	pink
MRAS	pink
MXD1	pink
NAT8L	pink
NEFH	pink
NEFL	pink
NIPAL2	pink
NIT2	pink
NOSTRIN	pink
NPL	pink
NPPA	pink
NPY5R	pink
NR1D1	pink
NTM	pink
OSBPL1A	pink
PARP2	pink
PCDH7	pink
PDZD7	pink
PGAM5	pink
PI4K2A	pink
PNKD	pink
PNMA5	pink
POLR2H	pink
POLRMT	pink
POSTN	pink
POU3F4	pink
POU6F1	pink
PPARGC1A	pink
PPP1R3F	pink
PRDM5	pink
PRKCZ	pink
PTGFRN	pink
PTPMT1	pink
PTRH1	pink
PVALB	pink
PXN	pink
RANBP9	pink
RASSF4	pink
RBFOX1	pink
RBFOX3	pink
RBPMS	pink
RGS6	pink
RNF6	pink
RPUSD1	pink
SAFB2	pink
SATB1	pink
SCN1B	pink
SCN4B	pink
SCPEP1	pink
SEMA6C	pink
SEMA7A	pink
SENP2	pink
SGSM3	pink
SHMT2	pink
SLC25A39	pink
SLC35A3	pink
SLC45A1	pink
SLC46A1	pink
SLU7	pink
SMARCD2	pink
SOCS5	pink
SPHK2	pink
SPNS1	pink
SPTSSB	pink
SRPK2	pink
SSX2IP	pink
STK3	pink
SUN1	pink
SYNC	pink
SYT10	pink
SYT2	pink
TADA2B	pink
TCAP	pink
TECPR1	pink
TIPIN	pink
TMEM185B	pink
TMEM215	pink
TMEM38B	pink
TMEM51	pink
TRAF7	pink
TRIM37	pink
TTL	pink
TUBA8	pink
VAMP1	pink
VCPKMT	pink
WNT10A	pink
XKR6	pink
YAF2	pink
ZBTB7A	pink
ZNF248	pink
ZNF513	pink
ZNF629	pink
ZBTB47	pink
ZNRF2	pink
CXorf38	purple
ABCG1	purple
ABT1	purple
ACTR6	purple
ANKRD63	purple
APBB1	purple
ARF1	purple
ARNT	purple
ATG4C	purple
ATP6AP2	purple
VWA5A	purple
BAG2	purple
BRINP3	purple
BTRC	purple
C2CD4C	purple
CBLB	purple
CD47	purple
CDC42SE1	purple
CDH13	purple
CEP120	purple
CHRNA5	purple
CLINT1	purple
COPG1	purple
CPEB3	purple
CREB3L2	purple
CSNK1D	purple
CTNNB1	purple
CTR9	purple
CWF19L2	purple
CYP26B1	purple
D2HGDH	purple
DCAF12L2	purple
DHX32	purple
DIO3	purple
DNAJA3	purple
DOK2	purple
DPYD	purple
DPYSL2	purple
DUSP16	purple
DYNC1I1	purple
DYNLL1	purple
EFNB2	purple
EFNB3	purple
ELOVL4	purple
EML4	purple
EPHA5	purple
EVI5L	purple
FAM110B	purple
FANK1	purple
FBXO10	purple
FBXO25	purple
FBXO30	purple
FILIP1	purple
FTSJ1	purple
GAPVD1	purple
GLCE	purple
GMPS	purple
GNAI1	purple
GNB4	purple
GPN1	purple
GRB10	purple
GRB2	purple
GRIK4	purple
HAP1	purple
HINFP	purple
HP1BP3	purple
HUS1	purple
ICE1	purple
IGF1	purple
INO80C	purple
ITGA8	purple
KAZN	purple
KCTD4	purple
KLHDC10	purple
LDB2	purple
MAGED1	purple
MAL	purple
MAOA	purple
MAPRE2	purple
MBD5	purple
MCM9	purple
MCTP1	purple
MGAM	purple
MPLKIP	purple
MYCL	purple
NBDY	purple
NBR1	purple
NCAPD2	purple
NDN	purple
NDNF	purple
NEGR1	purple
NIPSNAP1	purple
NYNRIN	purple
OLFML2B	purple
P2RX4	purple
PCBD1	purple
PCDH19	purple
PCDH20	purple
PDLIM3	purple
PI4KB	purple
PLA2G15	purple
PLCE1	purple
PLPPR4	purple
PLSCR3	purple
PLXNC1	purple
PRCP	purple
PRKAG2	purple
PRMT2	purple
PSMA3	purple
PSMF1	purple
QSER1	purple
RAB27B	purple
RAB9B	purple
RAE1	purple
RAP2B	purple
RETREG1	purple
RFXAP	purple
RHBDF2	purple
RNF122	purple
RPAP2	purple
RPRM	purple
RPS6KA5	purple
RRN3	purple
RSU1	purple
RTN1	purple
SEZ6	purple
SFXN1	purple
SH3BGRL3	purple
SLC16A2	purple
SLC24A4	purple
SLC9A8	purple
SMS	purple
SMURF2	purple
SPON1	purple
SPRTN	purple
SPSB1	purple
SSBP2	purple
ST6GALNAC5	purple
ST8SIA2	purple
STAM	purple
STK35	purple
SVEP1	purple
SYT6	purple
TAF1B	purple
TBR1	purple
TCTN1	purple
THYN1	purple
TIMP2	purple
TLCD4-RWDD3	purple
TLCD4	purple
TMEM150C	purple
TMEM35A	purple
TNKS2	purple
TPBG	purple
TPM1	purple
TUBB2B	purple
TUSC3	purple
TXNDC12	purple
UCHL1	purple
VAV3	purple
WDR1	purple
WDR11	purple
ZC3H8	purple
ZCCHC18	purple
ZCCHC12	purple
ACADVL	red
ACSBG1	red
ACSM5	red
ADIPOR1	red
ADRM1	red
AFG1L	red
ALDH9A1	red
ALDOC	red
AMMECR1	red
ANAPC13	red
ANAPC5	red
AP1S1	red
APH1B	red
ARHGDIA	red
ARHGEF10L	red
ARL2-SNX15	red
ARL2	red
ARL2BP	red
ARL6IP5	red
ARPC4	red
ARSA	red
ASRGL1	red
ATG2A	red
ATG4D	red
ATP1B2	red
ATP5MC3	red
ATP6V0B	red
ATP6V1F	red
AUP1	red
BAX	red
BCAN	red
BCKDHA	red
BNIP2	red
BOLA2	red
BOLA2B	red
BRD2	red
BRD9	red
BRI3	red
BRK1	red
BTBD17	red
CAMK2N2	red
CA11	red
CBX4	red
CCL27	red
CCND3	red
CD63	red
CD81	red
CEP19	red
CHMP4B	red
CHPT1	red
CIB1	red
CILP	red
CKB	red
CLK3	red
CLTB	red
CMBL	red
COL13A1	red
COQ8B	red
COX6B1	red
CRIP1	red
CRPPA	red
CSK	red
CTDNEP1	red
CTDSP1	red
CTXN3	red
CUTA	red
CYC1	red
CYHR1	red
DAZAP1	red
DAZAP2	red
DDA1	red
DDRGK1	red
DHX30	red
DNAJC17	red
DNPEP	red
DRAP1	red
DYSF	red
EEF1G	red
EFEMP2	red
EHMT2	red
EIF5A	red
EIF5AL1	red
EMC6	red
ENDOG	red
ENG	red
EXOSC8	red
FAM110A	red
FAM214B	red
FAU	red
FBXO2	red
FBXO44	red
FBXO8	red
FBXW5	red
FGFRL1	red
FIS1	red
FTL	red
G6PD	red
GALE	red
GAS2L1	red
GDE1	red
GDF11	red
GLUD1	red
GLUD2	red
ERH	red
RPL35	red
C13orf42	red
GNAI2	red
GOLGA7	red
GPX1	red
GPX4	red
GRPEL1	red
H2AJ	red
H2AZ1	red
H2AZ2	red
HDGF	red
HIGD1A	red
HINT1	red
HMG20B	red
HNRNPA0	red
HOOK2	red
HRAS	red
HSF4	red
HSPB6	red
HSPBP1	red
ID2	red
IDH2	red
IDH3G	red
IL11RA	red
INO80E	red
INPPL1	red
ITGB5	red
ITIH3	red
ITPRID2	red
JUND	red
KAT2A	red
KIFC3	red
KIN	red
KLHL5	red
KPTN	red
L2HGDH	red
LIX1	red
LIX1L	red
MAF1	red
MAOB	red
MAP1LC3A	red
MAP2K5	red
MAP4K2	red
MAPK7	red
MAPK8IP1	red
MAPKAP1	red
MARCHF2	red
MDH2	red
MDK	red
MICOS10	red
MICOS10-NBL1	red
MICOS13	red
MINDY3	red
MMD2	red
MPND	red
MRPL14	red
MRPS16	red
MVP	red
NADK2	red
NCKAP5L	red
NDUFA7	red
NDUFS7	red
NDUFV1	red
NECAP2	red
NELFE	red
NNT	red
NOP10	red
NOSIP	red
NR1H2	red
NUP85	red
OAZ1	red
OGFR	red
OR51B4	red
ORAI1	red
ORMDL3	red
OSER1	red
OSTF1	red
P3H3	red
PABPC4	red
PAQR7	red
PBXIP1	red
PCBP4	red
PC	red
PDAP1	red
PDK2	red
PGAM4	red
PGAM1	red
PGM1	red
PIGC	red
PLD2	red
PLPPR2	red
PLXNB1	red
POLE4	red
PON2	red
PPIB	red
PPP2CB	red
PPP2R5B	red
PPP2R5C	red
PRELID1	red
PSAP	red
PSMC4	red
PSMC5	red
PSME3	red
PTGES2	red
PTMS	red
PYGB	red
QARS1	red
RAB11B	red
RACK1	red
RBBP8	red
RBIS	red
RCE1	red
RETREG2	red
RHBDD3	red
RHOC	red
RND2	red
ROMO1	red
RPL10A	red
RPL12	red
RPL18A	red
RPL28	red
RPL3	red
RPL35	red
RPL36A	red
RPL37A	red
RPL8	red
RPLP1	red
RPS11	red
RPS13	red
RPS18	red
RPS21	red
RPS27	red
RPS3	red
RPS7	red
S100B	red
SART1	red
SECISBP2	red
SELENOM	red
SELENOP	red
SENP3	red
SENP3-EIF4A1	red
SENP6	red
SERPINH1	red
SETD7	red
SFI1	red
SIGIRR	red
SLC22A9	red
SLC25A18	red
SLC35A4	red
SLC44A2	red
SLC4A2	red
SLC50A1	red
SLC5A6	red
SMDT1	red
SMOX	red
SNRPB	red
SPOUT1	red
SRA1	red
SRSF4	red
STK16	red
STMN3	red
STUB1	red
SUDS3	red
SUGCT	red
TAF10	red
TARBP2	red
TBC1D4	red
TBX3	red
TECPR2	red
TEX261	red
TFDP1	red
THOC6	red
TIMM50	red
TIMP4	red
TMBIM6	red
TMED1	red
TMEM120A	red
TMEM147	red
TMEM204	red
TMEM250	red
TMEM256	red
TMEM256-PLSCR3	red
TMEM80	red
TPRG1L	red
TRIM11	red
TRIR	red
TSC22D4	red
TSEN34	red
TST	red
TXN	red
UBE2I	red
UBE2L3	red
UBE2M	red
UBE2Q1	red
UBXN1	red
UCP2	red
UNC45A	red
UQCRQ	red
USF2	red
VAMP2	red
VWA1	red
WBP1	red
XDH	red
YPEL3	red
YPEL4	red
ZBTB48	red
ZFAND3	red
ZNF219	red
ZNF233	red
ZNF771	red
ZYX	red
C16orf90	royalblue
ABCF2-H2BE1	royalblue
ABCF2	royalblue
ACBD5	royalblue
ACSL3	royalblue
AKAP7	royalblue
ARHGAP18	royalblue
ATL2	royalblue
AXIN1	royalblue
C1QBP	royalblue
CARD19	royalblue
CDADC1	royalblue
CDK11A	royalblue
CDK11B	royalblue
CDK8	royalblue
CEP63	royalblue
CHKA	royalblue
CNIH1	royalblue
COL5A3	royalblue
CSAD	royalblue
CYB5A	royalblue
DCAF12	royalblue
DDIT3	royalblue
DDIT4	royalblue
DLD	royalblue
DNAJC8	royalblue
EFS	royalblue
EIF2B3	royalblue
ELOC	royalblue
FAM98A	royalblue
FBL	royalblue
FERMT2	royalblue
FEZ2	royalblue
FRA10AC1	royalblue
GALNT1	royalblue
GATAD2A	royalblue
GID8	royalblue
GPX7	royalblue
GTF2E2	royalblue
HADHB	royalblue
HDAC8	royalblue
HIBADH	royalblue
HLCS	royalblue
HSD11B1	royalblue
HSD17B12	royalblue
